0	2766.361951	2766.361951
0.05	2817.865614	2817.865614
0.1	2868.874919	2868.874919
0.15	2919.346792	2919.346792
0.2	2969.343783	2969.343783
0.25	3018.898847	3018.898847
0.3	3067.977676	3067.977676
0.35	3116.642675	3116.642675
0.4	3164.893931	3164.893931
0.45	3212.697057	3212.697057
0.5	3260.117706	3260.117706
0.55	3307.154284	3307.154284
0.6	3353.874054	3353.874054
0.65	3400.075335	3400.075335
0.7	3445.95823	3445.95823
0.75	3491.521116	3491.521116
0.8	3536.762377	3536.762377
0.85	3581.683662	3581.683662
0.9	3625.955351	3625.955351
0.95	3670.233449	3670.233449
1	3714.188335	3714.188335
1.05	3757.823299	3757.823299
1.1	3800.805423	3800.805423
1.15	3843.794005	3843.794005
1.2	3886.459405	3886.459405
1.25	3928.801634	3928.801634
1.3	3970.822333	3970.822333
1.35	4012.51659	4012.51659
1.4	4054.21733	4054.21733
1.45	4095.265279	4095.265279
1.5	4136.318079	4136.318079
1.55	4176.718093	4176.718093
1.6	4217.122962	4217.122962
1.65	4257.201417	4257.201417
1.7	4297.284735	4297.284735
1.75	4336.715284	4336.715284
1.8	4376.150699	4376.150699
1.85	4415.259705	4415.259705
1.9	4454.04395	4454.04395
1.95	4492.503426	4492.503426
2	4530.966145	4530.966145
2.05	4569.102464	4569.102464
2.1	4606.915665	4606.915665
2.15	4644.402469	4644.402469
2.2	4681.890876	4681.890876
2.25	4719.056175	4719.056175
2.3	4756.221437	4756.221437
2.35	4792.73559	4792.73559
2.4	4829.249714	4829.249714
2.45	4865.76873	4865.76873
2.5	4901.631717	4901.631717
2.55	4937.49796	4937.49796
2.6	4973.367453	4973.367453
2.65	5008.580926	5008.580926
2.7	5043.797655	5043.797655
2.75	5079.015999	5079.015999
2.8	5113.909603	5113.909603
2.85	5148.475181	5148.475181
2.9	5182.716024	5182.716024
2.95	5216.958486	5216.958486
3	5251.202567	5251.202567
3.05	5284.792268	5284.792268
3.1	5318.711589	5318.711589
3.15	5351.976533	5351.976533
3.2	5385.243105	5385.243105
3.25	5418.511296	5418.511296
3.3	5451.125111	5451.125111
3.35	5484.068554	5484.068554
3.4	5516.35762	5516.35762
3.45	5548.97631	5548.97631
3.5	5580.940627	5580.940627
3.55	5612.906572	5612.906572
3.6	5644.872501	5644.872501
3.65	5676.513698	5676.513698
3.7	5707.826886	5707.826886
3.75	5739.141698	5739.141698
3.8	5770.130137	5770.130137
3.85	5801.120209	5801.120209
3.9	5832.110264	5832.110264
3.95	5862.445951	5862.445951
4	5893.111269	5893.111269
4.05	5923.450216	5923.450216
4.1	5953.46279	5953.46279
4.15	5983.475355	5983.475355
4.2	6013.159913	6013.159913
4.25	6042.847738	6042.847738
4.3	6072.207555	6072.207555
4.35	6101.569004	6101.569004
4.4	6130.602445	6130.602445
4.45	6159.639157	6159.639157
4.5	6188.674222	6188.674222
4.55	6217.056554	6217.056554
4.6	6245.766882	6245.766882
4.65	6274.149201	6274.149201
4.7	6302.206793	6302.206793
4.75	6330.262736	6330.262736
4.8	6358.321955	6358.321955
4.85	6386.051526	6386.051526
4.9	6413.784369	6413.784369
4.95	6441.189204	6441.189204
5	6468.594034	6468.594034
5.05	6495.672497	6495.672497
5.1	6522.752591	6522.752591
5.15	6549.504685	6549.504685
5.2	6576.179447	6576.179447
5.25	6602.658838	6602.658838
5.3	6628.944251	6628.944251
5.35	6655.037072	6655.037072
5.3997	6680.783816	6680.783816
5.4497	6706.496657	6706.496657
5.4997	6732.020932	6732.020932
5.5497	6757.357951	6757.357951
5.5997	6782.509008	6782.509008
5.6497	6807.475366	6807.475366
5.6997	6832.258292	6832.258292
5.7497	6856.859019	6856.859019
5.7997	6881.278774	6881.278774
5.8497	6905.518765	6905.518765
5.8997	6929.580182	6929.580182
5.9497	6953.464199	6953.464199
5.9997	6977.171979	6977.171979
6.0497	7000.704664	7000.704664
6.0997	7024.063391	7024.063391
6.1497	7047.24927	7047.24927
6.1997	7070.263413	7070.263413
6.2497	7093.106906	7093.106906
6.2997	7115.780826	7115.780826
6.3497	7138.28624	7138.28624
6.3997	7160.624193	7160.624193
6.4497	7182.79573	7182.79573
6.4997	7204.801868	7204.801868
6.5497	7226.643626	7226.643626
6.5997	7248.322004	7248.322004
6.6497	7269.837991	7269.837991
6.6997	7291.192569	7291.192569
6.7497	7312.3867	7312.3867
6.7997	7333.421344	7333.421344
6.8497	7354.297439	7354.297439
6.8997	7375.015921	7375.015921
6.9497	7395.577712	7395.577712
6.9997	7415.983721	7415.983721
7.0497	7436.234849	7436.234849
7.0997	7456.331986	7456.331986
7.1497	7476.276012	7476.276012
7.1997	7496.067803	7496.067803
7.2497	7515.708215	7515.708215
7.2997	7535.198102	7535.198102
7.3497	7554.538302	7554.538302
7.3997	7573.729647	7573.729647
7.4497	7592.772957	7592.772957
7.4997	7611.66905	7611.66905
7.5497	7630.418726	7630.418726
7.5997	7649.022783	7649.022783
7.6497	7667.482011	7667.482011
7.6997	7685.797182	7685.797182
7.7497	7703.969069	7703.969069
7.7997	7721.998431	7721.998431
7.8497	7739.886024	7739.886024
7.8997	7757.632586	7757.632586
7.9497	7775.238858	7775.238858
7.9997	7792.705566	7792.705566
8.0497	7810.033433	7810.033433
8.0997	7827.223168	7827.223168
8.1497	7844.275478	7844.275478
8.1997	7861.191057	7861.191057
8.2497	7877.970599	7877.970599
8.2997	7894.61478	7894.61478
8.3497	7911.124279	7911.124279
8.3997	7927.499763	7927.499763
8.4497	7943.741892	7943.741892
8.4997	7959.851319	7959.851319
8.5497	7975.828694	7975.828694
8.5997	7991.674655	7991.674655
8.6497	8007.389836	8007.389836
8.6997	8022.974863	8022.974863
8.7497	8038.430356	8038.430356
8.7997	8053.756929	8053.756929
8.8497	8068.955191	8068.955191
8.8997	8084.025741	8084.025741
8.9497	8098.969174	8098.969174
8.9997	8113.786078	8113.786078
9.0497	8128.477036	8128.477036
9.0997	8143.042625	8143.042625
9.1497	8157.483414	8157.483414
9.1997	8171.799967	8171.799967
9.2497	8185.992843	8185.992843
9.2997	8200.062597	8200.062597
9.3497	8214.009774	8214.009774
9.3997	8227.834917	8227.834917
9.4497	8241.538562	8241.538562
9.4997	8255.12124	8255.12124
9.5497	8268.583476	8268.583476
9.5997	8281.925787	8281.925787
9.6497	8295.14869	8295.14869
9.6997	8308.252692	8308.252692
9.7497	8321.238298	8321.238298
9.7997	8334.106006	8334.106006
9.8497	8346.85631	8346.85631
9.8997	8359.489699	8359.489699
9.9497	8372.006656	8372.006656
9.9997	8384.40766	8384.40766
10.0497	8396.693183	8396.693183
10.0997	8408.863694	8408.863694
10.1497	8420.919656	8420.919656
10.1997	8432.861529	8432.861529
10.2497	8444.689766	8444.689766
10.2997	8456.404817	8456.404817
10.3497	8468.007127	8468.007127
10.3997	8479.497137	8479.497137
10.4497	8490.875284	8490.875284
10.4997	8502.141999	8502.141999
10.5497	8513.297709	8513.297709
10.5997	8524.342837	8524.342837
10.6497	8535.277804	8535.277804
10.6997	8546.103021	8546.103021
10.7497	8556.818902	8556.818902
10.7997	8567.425851	8567.425851
10.8497	8577.924271	8577.924271
10.8997	8588.314561	8588.314561
10.9497	8598.597114	8598.597114
10.9997	8608.772321	8608.772321
11.0497	8618.840568	8618.840568
11.0997	8628.802237	8628.802237
